S.No.,Property_Name,Price_in_INR,No_of_Bedroom,Property_type,No_of_Bathroom,Carpet_Area(Sq Ft),Garden,Property Status,Parking,Council_Tax
1866,"Common Road, Ingrave, Brentwood, Essex, CM13",100709500,5,Detached,3,0,Yes,-,Yes,Band: F
1867,"Coxtie Green Road, Pilgrims Hatch, Brentwood",100709500,4,Character Property,2,0,"Back garden,",-,Yes,Band: E
1868,"Dealtree Close, Hook End, Brentwood",100709500,5,Detached Bungalow,3,2000,Yes,-,Yes,Band: F
1869,"Ingrave Road, Brentwood",100709500,3,Detached,2,1000,Private garden,-,"Garage,",Band: F
1870,"Lewis Close, Shenfield, Brentwood",100709500,3,Detached Bungalow,2,0,"Back garden,",-,Off street,Band: F
1871,"Santhem Residences, Shenfield",100709500,2,Retirement Property,2,1000,Private garden,"TENURE
Leasehold",Yes,Band: G
1872,"The Sheas, 41 Shenfield Road",100179450,3,Apartment,2,1000,Yes,"TENURE
Leasehold",Yes,Ask agent
1873,"Shenfield Road, Shenfield, Brentwood",100179450,3,Apartment,2,1000,Yes,"TENURE
Leasehold",Yes,Band: G
1874,"Shenfield Road, Shenfield, Brentwood",100179450,2,Apartment,3,1000,Ask agent,"TENURE
Leasehold",Yes,Band: F
1875,"Orchard Lane, Pilgrims Hatch, Brentwood",65196150,4,Detached Bungalow,2,0,Yes,-,Yes,Band: D
1876,"Hall Green Lane, Brentwood, CM13",98059250,5,Detached,3,1000,Yes,-,"Garage,",Band: E
1877,"Hall Green Lane, Brentwood, CM13",98059250,5,Detached,3,0,Yes,-,Yes,Band: G
1878,"Shenfield Road, Shenfield, Brentwood",98059250,2,Apartment,2,1000,Ask agent,"TENURE
Leasehold",Yes,Band: F
1879,"41 Shenfield Road, Shenfield, Brentwood",98059250,2,Apartment,2,1000,Yes,"TENURE
Leasehold",Allocated,Ask agent
1880,"Belvedere Road, Brentwood",95409000,5,Detached,2,1000,Private garden,-,Off street,Ask agent
1881,"Sycamore and Geary Drive, Brentwood",95409000,10,House,4,0,Yes,-,Yes,Ask agent
1882,Welcome to Candleford Mews - Brentwood,95409000,4,Detached,2,1000,"Back garden,",-,"On street,",Ask agent
1883,"Worrin Road, Shenfield, CM15",95409000,3,Detached,1,0,Yes,-,Yes,Band: G
1884,"Lyndhurst Way, Hutton, Brentwood",95409000,4,Detached,2,1000,Yes,-,Yes,Ask agent
1885,"Spring Pond Meadow, Brentwood",95409000,4,Detached,2,1000,Yes,-,Yes,Band: G
1886,"Nags Head Lane, Brentwood, Essex, CM14",95409000,4,Detached,2,0,Yes,-,Yes,Band: TBC
1887,"Stocks Lane, Kelvedon Hatch, Brentwood",95409000,4,Detached,2,2000,Yes,-,Yes,Band: F
1888,"Boyles Court, Dark Lane, Great Warley, Brentwood, CM14",95409000,2,Flat,2,1000,Ask agent,"TENURE
Leasehold",Ask agent,Band: G
1889,"Priests Lane, Shenfield, Brentwood",95409000,4,Semi-Detached,2,0,Yes,-,Yes,Band: F
1890,"Little Warley Hall Lane, Little Warley, CM13",95409000,4,Detached,2,0,Yes,-,Yes,Band: F
1891,"Rhapsody Crescent, Warley, Brentwood",95409000,4,Terraced,3,2000,Yes,-,Yes,Band: G
1892,"Horseman Side, Brentwood, Essex, CM14",95409000,3,Detached,2,0,Yes,-,Yes,Ask agent
1893,"Chelmsford Road, Shenfield, CM15",95409000,4,Semi-Detached,3,1000,Yes,-,Yes,Band: F
1894,"Doddinghurst Road, Doddinghurst, Brentwood, Essex, CM15",95409000,4,Detached,4,0,Yes,-,Yes,Band: G
1895,"Nags Mews, Nags Head Lane, Brentwood",95409000,4,Detached,3,0,Yes,-,Yes,Band: TBC
1896,"Nags Mews, Nags Head Lane, Brentwood",95409000,4,Detached,3,0,Yes,-,Yes,Band: TBC
1897,"Crossways, Shenfield, Brentwood, Essex, CM15",95409000,4,Detached,1,2000,Yes,-,Yes,Band: G
1898,"Hook End, Brentwood, Essex CM15",95409000,4,Detached,5,0,Yes,-,Yes,Ask agent
1899,"Cory Drive, Hutton, CM13",94878950,3,Bungalow,1,0,Yes,-,Yes,Band: F
1900,"Clarence Road, Pilgrims Hatch, Brentwood",42404000,2,Terraced,1,0,Yes,-,Yes,Band: C
1901,"Navestockside, Brentwood",94878950,3,Detached,1,0,Yes,-,Yes,Ask agent
1902,"Langley Drive, Brentwood, CM14",94348900,4,Bungalow,2,0,Yes,-,Yes,Band: E
1903,"Shorter Avenue, Shenfield, Brentwood",92758750,4,Detached Bungalow,4,0,Yes,-,Yes,Band: G
1904,"Dark Lane, Great Warley, Brentwood, Essex, CM14",92758750,4,Terraced,3,0,Yes,-,Yes,Band: E
1905,"Regent Way, Brentwood",92758750,4,Terraced,4,0,Yes,-,Yes,Ask agent
1906,"Hall Lane, Shenfield, Brentwood, CM15",92758750,4,Detached,1,0,Yes,-,Yes,Ask agent
1907,"Boyles Court, Dark Lane, Great Warley, Brentwood, CM14",92758750,3,Terraced,3,1000,Ask agent,-,Yes,Band: E
1908,"Rayleigh Road, Hutton, Brentwood",92758750,3,Detached,3,0,Yes,-,Yes,Band: G
1909,"Shenfield Road, Shenfield, Brentwood",92758750,2,Apartment,2,1000,Ask agent,"TENURE
Leasehold",Yes,Band: E
1910,"Warley Hill, Warley, Brentwood",90108500,5,Detached,2,0,Yes,-,Yes,Band: E
1911,"Hillside Walk, Brentwood, CM14",90108500,4,Semi-Detached,2,0,Yes,-,Yes,Band: F
1912,"Dunton Road, Billericay",90108500,4,Semi-Detached,2,0,Yes,-,Yes,Band: F
1913,"Pittman Close, Ingrave, CM13",90108500,4,Detached,2,0,Yes,-,Yes,Band: F
1914,"Kensington Road, Pilgrims Hatch, Brentwood, Essex, CM15",90108500,4,Detached,3,0,Yes,-,Yes,Ask agent
1915,"First Avenue, Hook End.",90108500,3,Detached,2,0,Yes,-,Yes,Band: G
1917,"Nags Head Lane, Brentwood, CM14",90108500,4,Detached,2,0,Yes,-,Yes,Band: E
1918,"Hutton Road, Shenfield, CM15",90108500,4,Semi-Detached,1,1000,Yes,-,Yes,Band: E
1919,"Chelmsford Road, Shenfield, CM15",90108500,4,Detached,2,0,Yes,-,Yes,Band: G
1920,"Mulberry Hill, Shenfield, Brentwood",90108500,4,Detached,1,0,Yes,-,Yes,Band: G
1921,"Friars Avenue, Shenfield, Essex, CM15",88518350,4,Semi-Detached,2,0,Yes,-,Yes,Ask agent
1923,"Hunter Avenue, Shenfield, Brentwood",87458250,4,Detached,2,2000,Yes,-,Yes,Ask agent
1924,"Watlington Gardens, Brentwood",87458250,4,Detached,3,0,Ask agent,-,Yes,Ask agent
1925,Welcome to Candleford Mews - Brentwood,95409000,4,Detached,2,1000,"Back garden,",-,"On street,",Ask agent
1926,"King Georges Road, Pilgrims Hatch, CM15",87458250,4,Detached,2,1000,Yes,-,Yes,Band: F
1927,"Nine Ashes Road, Stondon Massey, Brentwood",87458250,4,Detached,3,1000,Yes,-,Yes,Band: G
1928,"Shenfield Road, Shenfield, Brentwood",87458250,2,Apartment,2,1000,Ask agent,"TENURE
Leasehold",Yes,Band: E
1929,"Magnolia Crescent, Great Warley, CM13",87458250,4,End of Terrace,2,1000,Yes,-,Yes,Band: G
1930,"41 Shenfield Road, Shenfield, Brentwood",87458250,2,Penthouse,2,1000,Ask agent,"TENURE
Leasehold",Allocated,Ask agent
1931,"Chelsea Way, Brentwood, CM14",87458250,3,Semi-Detached,2,0,Yes,-,Yes,Band: E
1932,"Ongar Road, Stondon Massey",87458250,5,Semi-Detached,3,1000,Yes,-,Yes,Band: F
1934,"Hanging Hill Lane, Hutton, CM13",84808000,4,Semi-Detached,4,2000,Yes,-,Yes,Band: D
1935,"Spring Pond Meadow, Hook End, Brentwood, Essex, CM15",84808000,4,Detached,2,0,Yes,-,Yes,Band: TBC
1936,"Mount Crescent, Warley, CM14",84808000,4,Detached,2,1000,Yes,-,Yes,Band: F
1937,"The Chase, Ingrave, CM13",84808000,5,Detached,2,0,Yes,-,Yes,Band: F
1938,"Little Warley Hall Lane, Brentwood, CM13",84808000,3,Bungalow,2,0,Yes,-,Yes,Ask agent
1939,"Greenway, Romford",84808000,4,Detached,2,0,Yes,-,Yes,Ask agent
1940,"Collins Way, Hutton, Brentwood",84808000,4,Detached,3,0,Yes,-,Yes,Ask agent
1941,"Brook Road, Brentwood",84808000,4,Detached,2,0,Private garden,-,Off street,Band: F
1942,Welcome to Candleford Mews - Brentwood,84808000,3,Detached,2,1000,"Back garden,",-,"No disabled parking,",Ask agent
1943,"King Georges Road, Pilgrims Hatch, Brentwood",84808000,4,Detached,3,0,Yes,-,Yes,Ask agent
1944,"Chivers Road, Brentwood, CM15",84808000,3,Detached,2,0,Yes,-,Yes,Ask agent
1945,"Boyles Court, Dark Lane, Great Warley, Brentwood, CM14",84808000,3,Terraced,2,1000,Ask agent,-,Yes,Band: F
1946,"Thorndon Avenue, West Horndon, Brentwood, Essex, CM13",84808000,5,Detached,3,0,Yes,-,Yes,Band: G
1947,"Little Warley Hall Lane, BRENTWOOD, Essex, CM13",84808000,3,Bungalow,1,0,Yes,-,Yes,Band: TBC
1948,"Coxtie Green Road, Brentwood, CM14",84808000,2,Cottage,2,0,Yes,-,Yes,Ask agent
1949,"Ongar Road, Brentwood",84808000,5,Semi-Detached,3,0,Yes,-,Yes,Ask agent
1950,"Tiger Moth Way, Salisbury Village",47704500,4,Town House,2,0,Yes,-,Yes,Band: E
1951,"Ellenbrook Lane, Hatfield, Hertfordshire",159015000,5,Detached,5,0,Yes,-,Yes,Band: G
1952,The Laurels,137388429,4,Detached,3,3000,Private garden,-,Garage,Ask agent
1953,"Wild Hill, Essendon, Hertfordshire",106010000,4,Detached,2,0,Yes,-,Yes,Band: F
1954,"The Ryde, Hatfield",106010000,4,Detached,2,1000,Yes,-,Yes,Band: F
1955,"Pleasant Rise, Hatfield",95409000,5,Detached,2,1000,Yes,"TENURE
Leasehold",Yes,Band: G
1956,Essendon,95409000,4,Mews,2,0,Yes,-,Yes,Band: G
1957,"Brookside, Ellenbrook, AL10 9RR",95409000,4,Detached,2,0,Yes,-,"Garage,",Band: F
1958,"Bluebell Way, Hatfield, AL10",92758750,5,Detached,3,0,Yes,-,Yes,Ask agent
1959,"St Albans Road West, Hatfield, AL10",85868100,4,Semi-Detached,4,0,Yes,-,Yes,Ask agent
1960,"Minster Close, Hatfield, AL10",84808000,4,Detached,2,0,Yes,-,Yes,Band: F
1961,"Endymion Road, Hatfield, Hertfordshire, AL10",80037550,4,Semi-Detached,2,1000,Yes,-,Yes,Band: F
1962,"Bramble Road, Hatfield",79507500,4,Semi-Detached,1,0,Yes,-,Yes,Band: E
1963,"Ivy Walk, Hatfield, Hertfordshire, AL10",79507500,4,Detached,2,1000,Enclosed garden,-,Garage,Band: E
1964,"The Ryde, Hatfield, AL9",79507500,3,Detached Bungalow,1,0,Ask agent,-,Yes,Band: F
1965,"Dragon Road, Hatfield",76857250,5,Detached,3,0,Back garden,-,Off street,Band: G
1966,"Lavender Close, Hatfield, Hertfordshire",76857250,4,Detached,2,0,Yes,-,Yes,Band: F
1967,"Bishops Close, Hatfield",74207000,5,Detached,3,1000,Yes,-,Off street,Band: F
1968,"Bramble Road, Hatfield",74207000,4,Semi-Detached,2,0,Yes,-,Ask agent,Band: E
1969,"Selwyn Crescent, Hatfield",74207000,4,Semi-Detached,2,0,Back garden,-,Off street,Band: E
1970,"Horsa Gardens, Hatfield",74207000,5,Detached,3,2000,Yes,-,Yes,Band: G
1971,"Endymion Road, Hatfield",73676950,3,Detached,1,969000,Yes,-,Yes,Band: F
1972,"Endymion Road, Hatfield",73676950,3,Character Property,2,0,Yes,-,Yes,Ask agent
1973,"Brookside, Hatfield, AL10",71556750,4,Detached,1,0,Yes,-,Yes,Band: F
1974,"The Runway, Salisbury Village, Hatfield",71556750,5,Detached,4,0,Yes,-,Yes,Band: G
1975,"Cheviots, Hatfield",37103500,4,Terraced,1,0,Back garden,-,On street,Band: C
1976,"Brookside, Hatfield, AL10",71556750,4,Detached,1,1000,"Rear garden,",-,"Garage,",Band: F
1977,"The Runway, Hatfield",71556750,5,Detached,3,0,Yes,-,Yes,Band: G
1978,"Hollyfield Place, Hatfield, Hertfordshire",69966600,4,Detached,2,1000,Yes,-,Yes,Band: TBC
1979,"Daffodil Close, Hatfield, Hertfordshire",68906500,4,Detached,2,0,Yes,-,Yes,Band: E
1980,"Sycamore Avenue, Hatfield, Herts, AL10",68906500,3,Detached,1,0,Private garden,-,Driveway,Ask agent
1981,"The Ryde, Hatfield, AL9",68906500,3,Detached Bungalow,1,1000,"Rear garden,",-,"Garage,",Band: F
1982,"Fore Street, Hatfield, AL9",68906500,3,Cottage,1,0,Yes,-,Ask agent,Band: F
1983,"Selwyn Crescent, Hatfield",68906500,3,Semi-Detached,1,0,Yes,-,Yes,Band: E
1985,"Selwyn Drive, HATFIELD, AL10",66256250,3,Semi-Detached,1,0,Yes,-,Yes,Ask agent
1986,"Bramble Road, Hatfield, Hertfordshire, AL10",66256250,3,Semi-Detached,1,807000,Yes,-,Yes,Band: E
1987,"Briars Lane, Hatfield",63606000,3,Bungalow,1,1000,Private garden,"TENURE
Leasehold",Off street,Band: E
1988,"Wellands, Hatfield, AL10",63606000,3,Detached Bungalow,1,1000,Private garden,-,Driveway,Band: E
1989,"Sparrowhawk Place, Hatfield",60955750,4,Town House,2,1000,Yes,-,Yes,Band: E
1990,"Cecil Crescent, Hatfield, AL10",60955750,4,Semi-Detached,2,0,Yes,-,Yes,Band: D
1991,"Gorseway, Hatfield, Hertfordshire, AL10",60955750,3,Semi-Detached,1,954000,Yes,-,Yes,Band: D
1992,"Hollyfield Place, Hatfield, Hertfordshire",60425700,3,Detached,2,1000,Yes,-,Yes,Band: TBC
1993,"Hollyfield Place, Hatfield, Hertfordshire",59365600,3,Detached,2,1000,Yes,-,Yes,Band: TBC
1994,"Roe Green Lane, Hatfield, Herts, AL10",58305500,3,Detached,1,0,Yes,-,Yes,Ask agent
1995,"Heathcote Avenue, Hatfield",58305500,4,Semi-Detached,2,990000,Yes,-,Yes,Band: D
1996,"Gorseway, Hatfield, Hertfordshire, AL10",58305500,3,End of Terrace,1,786000,Yes,-,Yes,Band: D
1997,"Broad Acres, Hatfield",57775450,5,End of Terrace,2,1000,Private garden,-,Off street,Band: C
1998,"Plot 43 Hatfield East, Old Rectory Drive, Hatfield, AL10",57245400,3,End of Terrace,2,1000,Yes,-,Yes,Ask agent
1999,"Plot 66 Hatfield East Houses, Old Rectory Drive, Hatfield, AL10",56715350,3,Terraced,2,1000,Private garden,-,Yes,Ask agent
2000,"Plot 43 Hatfield East, Old Rectory Drive, Hatfield, AL10",57245400,3,End of Terrace,2,1000,Yes,-,Yes,Ask agent
2001,"Crawford Road, Hatfield",56185300,4,Semi-Detached,1,1000,Yes,-,Yes,Band: D
2002,"Roe Green Lane, Hatfield",56079290,3,Semi-Detached,1,0,Yes,-,Yes,Band: D
2003,"Batterdale, Hatfield, AL9",55655250,4,Town House,2,0,Ask agent,-,Yes,Band: E
2004,"Endymion Court, Hatfield, AL10",55655250,4,Semi-Detached,2,1000,"Rear garden,",-,"Garage,",Band: D
2005,"Oaklands Wood, Hatfield, AL10",55655250,4,Town House,2,1000,Rear garden,-,"Garage,",Band: E
2006,"The Paddock, Hatfield",55655250,4,Detached,1,958000,Yes,-,Yes,Band: E
2007,"Homestead Road, Hatfield",55655250,3,Semi-Detached,1,0,Yes,-,Yes,Band: D
2008,"Mount Pleasant, Hatfield",55125200,4,House,2,1000,Yes,-,Yes,Band: E
2009,"Cunningham Street, Hatfield, AL10",54595150,4,Town House,2,0,Yes,-,Yes,Ask agent
2010,"Broad Acres, Hatfield Garden Village",54330125,4,End of Terrace,2,0,Yes,-,Yes,Band: D
2011,"Plot 13, The Carmack, Havilland Park, Hatfield",53535050,4,Terraced,2,1000,Yes,-,Yes,Ask agent
2012,"MillGreen, Hatfield, AL9",53005000,2,Cottage,1,0,Ask agent,-,Yes,Band: E
2013,"Campion Road, Hatfield",53005000,3,End of Terrace,2,1000,Private garden,-,Off street,Band: E
2014,"Cecil Crescent, Hatfield",53005000,4,Bungalow,1,915000,Yes,-,Yes,Band: E
2015,"Bluebell Way, Hatfield, AL10",53005000,4,Town House,3,0,Yes,-,Yes,Band: E
2016,"Heathcote Avenue, Hatfield, AL10",53005000,3,Semi-Detached,1,1000,Rear garden,-,Driveway,Band: D
2017,"Plot 30, The Edgar, Havilland Park, Hatfield",53005000,3,Detached,2,869000,Yes,-,Yes,Ask agent
2018,"Heathcote Avenue, Hatfield, Herts, AL10",53004469,3,Semi-Detached,2,0,Private garden,-,Garage,Band: D
2019,"Far End, Hatfield",52999699,4,Terraced,2,0,Yes,-,Yes,Band: E
2020,"Woodside Green, Wild Hill, Hatfield, Hertfordshire",52474950,3,Semi-Detached,1,0,Yes,-,Yes,Band: E
2021,"Mill Green, Hatfield, Hertfordshire",52474950,3,Semi-Detached,1,0,Ask agent,-,Ask agent,Band: E
2022,"Branch Close, Hatfield",52474950,5,Semi-Detached,5,1000,Yes,-,Yes,Band: D
2023,"Daisy Drive, Hatfield, Hertfordshire",51414850,3,Detached,2,0,Yes,-,Yes,Band: E
2024,"Freemans Acre, Hatfield, Hertfordshire",51414850,4,House,2,0,Private garden,-,Permit,Ask agent
2025,"71 Great North Road, Hatfield, AL9 5EN",34453250,2,Apartment,2,0,Ask agent,"TENURE
Leasehold",Yes,Band: D
2026,"The Runway, Hatfield",50354750,5,Town House,2,0,Yes,-,Yes,Band: E
2027,"Stonecross Road, Hatfield, Hertfordshire, AL10",50354750,3,Semi-Detached,1,0,Yes,-,Yes,Band: D
2028,"Richards Street, Hatfield",50354750,3,End of Terrace,2,0,Yes,-,Yes,Band: E
2029,"Campion Road, Hatfield, AL10",50354750,4,Town House,2,0,Yes,-,Yes,Band: E
2030,"Cecil Crescent, Hatfield",50354750,3,Semi-Detached,1,0,Yes,-,Yes,Band: D
2031,"Richards Street, Hatfield, Hertfordshire, AL10",50354750,3,End of Terrace,2,0,Private garden,-,Off street,Ask agent
2032,"Redhall Drive, Hatfield, Al10",50354750,3,End of Terrace,1,0,Yes,-,Yes,Band: B
2033,"Cunningham Avenue, Hatfield, AL10",50354750,4,Town House,3,0,Private garden,-,"Garage,",Band: D
2035,"Hollyfield Place, Hatfield, Hertfordshire",49294650,2,Detached,2,883000,Yes,-,Yes,Band: TBC
2036,"Plot 72 Hatfield East Houses, Old Rectory Drive, Hatfield, AL10",49294650,2,End of Terrace,2,861000,Private garden,-,Yes,Band: TBC
2037,"Gorseway, Hatfield, AL10",48764600,3,End of Terrace,1,0,Yes,-,Yes,Band: D
2038,"Briars Lane, HATFIELD, AL10",48764600,3,End of Terrace,2,0,Yes,-,Yes,Band: D
2039,"Plot 85 Hatfield East Houses, Old Rectory Drive, Hatfield, AL10",48499575,2,Semi-Detached,2,863000,Private garden,-,Yes,Ask agent
2040,"Old Rectory Drive, Hatfield, AL10",47704500,3,Terraced,2,893000,Ask agent,-,Covered,Band: E
2041,"Tiger Moth Way, Salisbury Village",47704500,4,Town House,2,0,Yes,-,Yes,Band: E
2042,"Wood Close, Hatfield",47704500,4,Town House,3,0,Yes,-,Yes,Band: D
2043,"Stonecross Road, Hatfield, AL10",47704500,3,Semi-Detached,1,0,Yes,-,Yes,Band: C
2044,"Wood Close, Hatfield",47704500,4,Town House,3,0,Yes,-,Yes,Band: D
2045,"Church Street, Hatfield",47704500,2,Terraced,2,775000,Private garden,-,Yes,Band: D
2046,"Plot 86 Hatfield East Houses, Old Rectory Drive, Hatfield, AL10",47439475,2,Semi-Detached,1,861000,Private garden,-,Yes,Ask agent
2047,"Aldykes, Hatfield",46644400,3,End of Terrace,2,980000,Yes,-,Yes,Band: C
2048,"College Lane, Hatfield",46644400,4,Detached,2,0,Yes,-,Yes,Band: E
2049,"Bull Stag Green, Hatfield, AL9",46644400,3,Terraced,1,0,Yes,-,Yes,Band: D
2050,"Tiger Moth Way, Salisbury Village",47704500,4,Town House,2,0,Yes,-,Yes,Band: E
2051,"Queen Bee Court, Hatfield , Hertfordshire",46114350,5,House,2,0,Back garden,-,Permit,Ask agent
2052,"Aviation Avenue, Hatfield, Hertfordshire",46114350,5,Town House,3,0,Private garden,-,"On street,",Band: E
2053,"Howe Dell, Hatfield, AL10",46114350,3,Semi-Detached,1,0,Yes,-,Ask agent,Ask agent
2054,"Dragon Road, Hatfield, AL10",45054250,4,Terraced,2,106000,Yes,-,Yes,Ask agent
2055,"Foxhollows, Hatfield",45054250,4,Semi-Detached,2,0,Yes,-,On street,Band: D
2056,"Travellers Lane, Hatfield, AL10",45054250,4,End of Terrace,2,0,Yes,-,Yes,Band: C
2057,"Hare Lane, Hatfield",45054250,3,Terraced,1,0,Back garden,-,Off street,Band: C
2058,"Crawford Road, Hatfield, AL10",45054250,3,Semi-Detached,1,0,"Rear garden,",-,"Garage,",Band: D
2059,"Great North Road, Hatfield, Hertfordshire",45054250,3,Semi-Detached,2,0,Yes,-,Yes,Band: C
2060,"Great North Road, Hatfield, AL9",45054250,3,Cottage,2,915000,Private garden,-,"On street,",Band: C
2061,"Aldykes, Hatfield",45054250,3,End of Terrace,2,1000,Yes,-,Yes,Band: C
2062,"Old Hertford Road, Hatfield",45054250,3,Terraced,1,915000,Yes,-,Yes,Band: D
2063,"Plot 14, The Harrier, Havilland Park, Hatfield",43729125,2,End of Terrace,1,758000,Yes,-,Yes,Ask agent
2064,"Feather Dell, Hatfield, AL10",43464100,3,Semi-Detached,1,1000,"Rear garden,",-,"Garage,",Band: D
2065,"Holly Close, Hatfield",42404000,5,Terraced,1,990000,Private garden,-,Off street,Band: C
2066,"Plot 33, The Wilton, Havilland Park, Hatfield",42404000,2,Terraced,1,749000,Yes,-,Yes,Ask agent
2067,"Bull Stag Green, Hatfield, AL9",42404000,3,Terraced,1,0,Yes,-,Yes,Band: D
2068,"Manor Road, Hatfield",42404000,3,Semi-Detached,1,0,Yes,-,Yes,Band: D
2069,"Veritys, Hatfield",42404000,3,Terraced,1,0,Yes,-,Ask agent,Band: C
2070,"Broad Acres, HATFIELD, AL10",42404000,3,Terraced,1,0,Yes,-,Yes,Band: C
2072,"Bradshaws, Hatfield",41343900,3,End of Terrace,1,0,Yes,-,Ask agent,Band: C
2073,"Great North Road, Old Hatfield",41343900,2,Penthouse,2,861000,Ask agent,"TENURE
Leasehold",Off street,Band: D
2075,"The Runway, Salisbury Village, Hatfield",71556750,5,Detached,4,0,Yes,-,Yes,Band: G
2076,"Fern Dells, Hatfield, AL10",41343900,4,House,2,0,Yes,-,Ask agent,Ask agent
2077,"Linnet Walk, Hatfield",40813850,3,End of Terrace,1,883000,Yes,-,Yes,Band: C
2078,"Willow Way, Hatfield",40813850,5,Semi-Detached,1,0,Yes,-,Ask agent,Band: C
2079,"Ground Lane, Hatfield AL10 0HQ",40283800,3,Terraced,1,0,Yes,-,Yes,Band: TBC
2080,"Northdown Road, Hatfield",40230795,4,Terraced,2,0,Yes,-,Yes,Band: C
2081,"Heyford Way, Hatfield, AL10",39753750,2,Terraced,1,0,Yes,-,Yes,Band: D
2082,"Cheviots, Hatfield",39753750,3,End of Terrace,1,0,Yes,-,Ask agent,Band: C
2083,"Woodside Lane, Hatfield",39753750,2,Mobile Home,2,1000,Yes,-,Yes,Ask agent
2084,"Fairfield Close, Hatfield",39753750,3,Terraced,1,1000,Yes,-,Ask agent,Band: C
2085,"Briars Close, Hatfield",39753750,3,End of Terrace,1,0,Yes,-,Ask agent,Band: C
2086,"Badger Way, Hatfield",39218399,3,End of Terrace,1,0,Yes,-,Yes,Band: C
2087,"Nimrod Drive, Hatfield, AL10",38693650,2,House,2,0,Ask agent,-,Yes,Ask agent
2088,"Plot 35, The Gascoyne, Havilland Park, Hatfield",38693650,2,Apartment,2,806000,Ask agent,-,Yes,Ask agent
2089,"Newstead, Hatfield",38163600,3,Terraced,1,0,Yes,-,Ask agent,Band: C
2090,"Roe Hill Close, Hatfield, AL10",38163600,3,Terraced,2,818000,"Rear garden,",-,Permit,Band: D
2091,"Newstead, HATFIELD, AL10",38163600,3,Terraced,1,0,Yes,-,Yes,Band: C
2092,"Furzen Crescent, Hatfield, AL10",38163600,3,Terraced,1,0,"Rear garden,",-,Ask agent,Band: D
2093,"Coopers Green Lane, Hatfield, Hertfordshire",37103500,2,Apartment,2,0,Yes,-,Yes,Band: E
2094,"Cheviots, Hatfield",37103500,4,Terraced,1,0,Back garden,-,On street,Band: C
2095,"Aldykes, Hatfield",37103500,3,Semi-Detached,1,0,Yes,-,Ask agent,Band: C
2096,"Astwick Manor, Coopers Green Lane",37103500,2,Flat,1,0,Yes,"TENURE
Leasehold",Yes,Band: D
2097,"Briars Close, Hatfield",37103500,5,Semi-Detached,1,0,Ask agent,-,Ask agent,Ask agent
2098,"Stonecross Road, Hatfield, AL10",37103500,2,Terraced,1,725000,Rear garden,-,Driveway,Band: C
2099,"Plot 28 Hatfield East Apartments, Old Rectory Drive, Hatfield, AL10",36308425,2,Flat,2,758000,Yes,"TENURE
Leasehold",Yes,Ask agent
2100,"Plot 86 Hatfield East Houses, Old Rectory Drive, Hatfield, AL10",47439475,2,Semi-Detached,1,861000,Private garden,-,Yes,Ask agent
2101,"Great North Road, Hatfield, Hertfordshire",36043400,2,Flat,2,0,Ask agent,"TENURE
Leasehold",Yes,Band: D
2102,"Hazel Grove, Hatfield",36043400,5,Terraced,2,0,Yes,-,Ask agent,Band: C
2103,"Plot 21 Hatfield East Apartments, Old Rectory Drive, Hatfield, AL10",36038099,2,Flat,2,758000,Yes,"TENURE
Leasehold",Yes,Ask agent
2104,"Plot 24 Hatfield East Apartments, Old Rectory Drive, Hatfield, AL10",35778375,2,Flat,2,758000,Yes,"TENURE
Leasehold",Allocated,Band: TBC
2105,"Bishops Rise, Hatfield",35513350,3,Terraced,1,775000,Yes,-,Ask agent,Band: C
2106,"Indells, Hatfield",34983300,4,Terraced,1,0,Ask agent,-,Ask agent,Band: C
2107,"Aspect House, Hatfield Rise, Hatfield",34559260,2,Apartment,2,774000,Yes,"TENURE
Leasehold",Yes,Band: TBC
2108,"Scholars Walk, Hatfield, AL10",34453250,3,Terraced,2,0,Yes,-,Ask agent,Band: C
